ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
48580_at	0.9834402	7.66e-01	0.307758	-6.47837	0.0496355	CXXC1	CXXC finger protein 1
215018_at	0.9834402	7.66e-01	-0.30774	-6.47837	-0.2258077	CEP295	centrosomal protein 295
220152_at	0.9834402	7.66e-01	-0.307724	-6.47838	-0.0817792	C10orf95	chromosome 10 open reading frame 95
209682_at	0.9834402	7.66e-01	-0.307703	-6.47839	-0.1097	CBLB	Cbl proto-oncogene B
206288_at	0.9836391	7.66e-01	0.307353	-6.4785	0.23451	PGGT1B	protein geranylgeranyltransferase type I subunit beta
218620_s_at	0.9836391	7.66e-01	0.307291	-6.47852	0.1343992	HEMK1	HemK methyltransferase family member 1
202045_s_at	0.9836391	7.66e-01	-0.307211	-6.47855	-0.0552422	ARHGAP35	Rho GTPase activating protein 35
219503_s_at	0.9836391	7.66e-01	-0.307175	-6.47856	-0.0791967	TMEM40	transmembrane protein 40
211144_x_at	0.9836391	7.66e-01	-0.307122	-6.47858	-0.2288918	TARP///TRGV9///TRGC2	TCR gamma alternate reading frame protein///T cell receptor gamma variable 9///T cell receptor gamma constant 2
206615_s_at	0.9836391	7.67e-01	0.307047	-6.4786	0.1285097	ADAM22	ADAM metallopeptidase domain 22
212381_at	0.9836391	7.67e-01	0.306988	-6.47862	0.075081	USP24	ubiquitin specific peptidase 24
35617_at	0.9836391	7.67e-01	-0.306941	-6.47864	-0.0637543	MAPK7	mitogen-activated protein kinase 7
212684_at	0.9836391	7.67e-01	0.30677	-6.4787	0.3276587	ZNF3	zinc finger protein 3
221678_at	0.9836391	7.67e-01	-0.306705	-6.47872	-0.1886706	ABHD6	abhydrolase domain containing 6
217454_at	0.9836391	7.67e-01	-0.306651	-6.47874	-0.2717849		
201015_s_at	0.9836391	7.67e-01	0.306625	-6.47874	0.0706773	JUP	junction plakoglobin
210652_s_at	0.9836391	7.67e-01	-0.306598	-6.47875	-0.2365059	TTC39A	tetratricopeptide repeat domain 39A
208572_at	0.9836391	7.67e-01	-0.306555	-6.47877	-0.1025802	HIST3H3	histone cluster 3, H3
204559_s_at	0.9836391	7.67e-01	0.306312	-6.47885	0.0651221	LSM7	LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated
201807_at	0.9836391	7.67e-01	0.306298	-6.47885	0.0526152	VPS26A	VPS26, retromer complex component A
AFFX-BioB-5_at	0.9836391	7.67e-01	0.306222	-6.47888	0.1171883		
204354_at	0.9836391	7.67e-01	-0.306077	-6.47893	-0.0708549	POT1	protection of telomeres 1
222380_s_at	0.9836391	7.67e-01	-0.306075	-6.47893	-0.1233892	PDCD6	programmed cell death 6
219600_s_at	0.9836391	7.67e-01	-0.305984	-6.47896	-0.0568199	TMEM50B	transmembrane protein 50B
215345_x_at	0.9836391	7.67e-01	0.305952	-6.47897	0.2575336		
208686_s_at	0.9836391	7.67e-01	-0.305894	-6.47899	-0.0913511	BRD2	bromodomain containing 2
210926_at	0.9836391	7.67e-01	-0.305834	-6.47901	-0.1029856	POTEKP	POTE ankyrin domain family member K, pseudogene
203614_at	0.9836391	7.68e-01	0.305692	-6.47906	0.0500324	ALG11///UTP14C	ALG11, alpha-1,2-mannosyltransferase///UTP14, small subunit processome component homolog C (S. cerevisiae)
208627_s_at	0.9836391	7.68e-01	0.305589	-6.47909	0.1160666	YBX1	Y-box binding protein 1
210844_x_at	0.9836391	7.68e-01	-0.305574	-6.47909	-0.0448245	CTNNA1	catenin alpha 1
221017_s_at	0.9836391	7.68e-01	0.305507	-6.47912	0.1434299	LRRC3	leucine rich repeat containing 3
212147_at	0.9836391	7.68e-01	0.305487	-6.47912	0.1340115	SMG5	SMG5, nonsense mediated mRNA decay factor
217144_at	0.9836391	7.68e-01	-0.305441	-6.47914	-0.0578598	UBBP1	ubiquitin B pseudogene 1
207531_at	0.9836391	7.68e-01	0.305438	-6.47914	0.2380657	CRYGC	crystallin gamma C
204017_at	0.9836391	7.68e-01	0.305379	-6.47916	0.0646247	KDELR3	KDEL endoplasmic reticulum protein retention receptor 3
217109_at	0.9836391	7.68e-01	0.305342	-6.47917	0.1645533	MUC4	mucin 4, cell surface associated
220026_at	0.9836391	7.68e-01	0.305339	-6.47917	0.2039302	CLCA4	chloride channel accessory 4
206719_at	0.9836391	7.68e-01	-0.305326	-6.47918	-0.0785831	SYNGR4	synaptogyrin 4
215093_at	0.9836391	7.68e-01	0.305279	-6.47919	0.0756742	NSDHL	NAD(P) dependent steroid dehydrogenase-like
212721_at	0.9836391	7.68e-01	0.305231	-6.47921	0.0566645	SREK1	splicing regulatory glutamic acid and lysine rich protein 1
38710_at	0.9836391	7.68e-01	-0.305082	-6.47926	-0.0512271	LOC101927673///OTUB1	uncharacterized LOC101927673///OTU deubiquitinase, ubiquitin aldehyde binding 1
41512_at	0.9836391	7.68e-01	0.305017	-6.47928	0.098631	BRAP	BRCA1 associated protein
209482_at	0.9836391	7.68e-01	-0.304995	-6.47929	-0.0536661	POP7	POP7 homolog, ribonuclease P/MRP subunit
206321_at	0.9836391	7.68e-01	-0.304762	-6.47936	-0.086	RFX1	regulatory factor X1
204443_at	0.9836391	7.68e-01	-0.304702	-6.47938	-0.1307444	ARSA	arylsulfatase A
212594_at	0.9836391	7.68e-01	0.304505	-6.47945	0.1243771	MIR4680///PDCD4	microRNA 4680///programmed cell death 4 (neoplastic transformation inhibitor)
211240_x_at	0.9836391	7.68e-01	-0.304497	-6.47945	-0.0678014	TMX2-CTNND1///CTNND1	TMX2-CTNND1 readthrough (NMD candidate)///catenin delta 1
214973_x_at	0.9836391	7.69e-01	0.304271	-6.47953	0.1832467	IGHD	immunoglobulin heavy constant delta
204043_at	0.9836391	7.69e-01	-0.304238	-6.47954	-0.0557056	TCN2	transcobalamin 2
201303_at	0.9836391	7.69e-01	0.304217	-6.47954	0.0501522	EIF4A3	eukaryotic translation initiation factor 4A3
218453_s_at	0.9836391	7.69e-01	0.30421	-6.47955	0.0694933	TMEM242	transmembrane protein 242
221971_x_at	0.9836391	7.69e-01	-0.304183	-6.47956	-0.0685141	LOC101060581///AGAP5///AGAP9///AGAP12P///BMS1P5///AGAP11///AGAP4	arf-GAP with GTPase, ANK repeat and PH domain-containing protein 5-like///ArfGAP with GTPase domain, ankyrin repeat and PH domain 5///ArfGAP with GTPase domain, ankyrin repeat and PH domain 9///ArfGAP with GTPase domain, ankyrin repeat and PH domain 12, pseudogene///BMS1, ribosome biogenesis factor pseudogene 5///ArfGAP with GTPase domain, ankyrin repeat and PH domain 11///ArfGAP with GTPase domain, ankyrin repeat and PH domain 4
201695_s_at	0.9836391	7.69e-01	-0.304159	-6.47956	-0.0496944	PNP	purine nucleoside phosphorylase
215115_x_at	0.9836391	7.69e-01	-0.30404	-6.4796	-0.099766	NTRK3	neurotrophic receptor tyrosine kinase 3
204651_at	0.9836391	7.69e-01	-0.304034	-6.4796	-0.0776259	NRF1	nuclear respiratory factor 1
216366_x_at	0.9836391	7.69e-01	-0.303919	-6.47964	-0.0946183		
206826_at	0.9836391	7.69e-01	0.303817	-6.47968	0.1194063	PMP2	peripheral myelin protein 2
210395_x_at	0.9836391	7.69e-01	0.303768	-6.47969	0.0533541	MYL4	myosin light chain 4
213840_s_at	0.9836391	7.69e-01	-0.303632	-6.47974	-0.0698902	MRPS12	mitochondrial ribosomal protein S12
219269_at	0.9836391	7.69e-01	0.30362	-6.47974	0.0745341	HMBOX1	homeobox containing 1
202067_s_at	0.9836391	7.69e-01	0.303508	-6.47978	0.3551507	LDLR	low density lipoprotein receptor
208861_s_at	0.9836391	7.69e-01	0.303507	-6.47978	0.0597158	ATRX	ATRX, chromatin remodeler
214960_at	0.9836391	7.69e-01	0.303377	-6.47982	0.0679145	API5	apoptosis inhibitor 5
212392_s_at	0.9836391	7.69e-01	0.303347	-6.47983	0.104791	LOC101930416///LOC101929792///LOC100996724///PDE4DIP	myomegalin-like///uncharacterized LOC101929792///phosphodiesterase 4D interacting protein-like///phosphodiesterase 4D interacting protein
57703_at	0.9836391	7.69e-01	-0.303258	-6.47986	-0.0875978	SENP5	SUMO1/sentrin specific peptidase 5
207703_at	0.9836391	7.69e-01	-0.303167	-6.47989	-0.2234164	NLGN4Y	neuroligin 4, Y-linked
221381_s_at	0.9836391	7.69e-01	0.303133	-6.4799	0.0592173	MORF4L1	mortality factor 4 like 1
201892_s_at	0.9836391	7.69e-01	0.303043	-6.47993	0.0760242	IMPDH2	inosine monophosphate dehydrogenase 2
210740_s_at	0.9836391	7.69e-01	0.303008	-6.47994	0.0608615	ITPK1	inositol-tetrakisphosphate 1-kinase
211179_at	0.9836391	7.69e-01	-0.302996	-6.47995	-0.1739131	LOC101928269///LOC100506403///RUNX1	uncharacterized LOC101928269///uncharacterized LOC100506403///runt related transcription factor 1
207416_s_at	0.9836391	7.70e-01	0.302888	-6.47998	0.0932776	NFATC3	nuclear factor of activated T-cells 3
212043_at	0.9836391	7.70e-01	-0.302887	-6.47998	-0.0572114	TGOLN2	trans-golgi network protein 2
205180_s_at	0.9836391	7.70e-01	-0.302824	-6.48	-0.2027416	ADAM8	ADAM metallopeptidase domain 8
205281_s_at	0.9836391	7.70e-01	-0.302812	-6.48001	-0.0813741	PIGA	phosphatidylinositol glycan anchor biosynthesis class A
220227_at	0.9836391	7.70e-01	-0.302788	-6.48002	-0.0903837	CDH4	cadherin 4
203952_at	0.9836391	7.70e-01	-0.302682	-6.48005	-0.2326786	ATF6	activating transcription factor 6
205358_at	0.9836391	7.70e-01	-0.302672	-6.48005	-0.0943036	GRIA2	glutamate ionotropic receptor AMPA type subunit 2
217804_s_at	0.9836391	7.70e-01	0.302516	-6.4801	0.0733098	ILF3	interleukin enhancer binding factor 3
215535_s_at	0.9836391	7.70e-01	-0.302502	-6.48011	-0.0757878	AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1
204085_s_at	0.9836391	7.70e-01	0.302477	-6.48012	0.0657394	CLN5	ceroid-lipofuscinosis, neuronal 5
209975_at	0.9836391	7.70e-01	0.302456	-6.48012	0.2515869	CYP2E1	cytochrome P450 family 2 subfamily E member 1
217219_at	0.9836391	7.70e-01	-0.302399	-6.48014	-0.0509611	DKFZP434A062	uncharacterized LOC26102
215133_s_at	0.9836391	7.70e-01	-0.302336	-6.48016	-0.257945	LOC102725213///LOC100507387///FAM153A///FAM153B	uncharacterized LOC102725213///uncharacterized LOC100507387///family with sequence similarity 153 member A///family with sequence similarity 153 member B
209798_at	0.9836391	7.70e-01	0.302332	-6.48017	0.0712756	NPAT	nuclear protein, coactivator of histone transcription
209347_s_at	0.9836391	7.70e-01	0.302324	-6.48017	0.0645608	MAF	MAF bZIP transcription factor
217639_at	0.9836391	7.70e-01	0.302248	-6.48019	0.1136578		
204426_at	0.9836391	7.70e-01	0.302221	-6.4802	0.137866	TMED2	transmembrane p24 trafficking protein 2
218805_at	0.9836391	7.70e-01	0.302208	-6.48021	0.100564	GIMAP1-GIMAP5///GIMAP5	GIMAP1-GIMAP5 readthrough///GTPase, IMAP family member 5
207341_at	0.9836391	7.70e-01	-0.302146	-6.48023	-0.1758451	PRTN3	proteinase 3
209693_at	0.9836391	7.70e-01	-0.302035	-6.48026	-0.3278872	ASTN2	astrotactin 2
200937_s_at	0.9836391	7.70e-01	0.301922	-6.4803	0.0479208	RPL5///SNORD21	ribosomal protein L5///small nucleolar RNA, C/D box 21
206412_at	0.9836391	7.70e-01	-0.301786	-6.48034	-0.0994183	FER	FER tyrosine kinase
210060_at	0.9836391	7.70e-01	-0.301758	-6.48035	-0.0684187	PDE6G	phosphodiesterase 6G
221304_at	0.9836391	7.70e-01	0.301732	-6.48036	0.0680539	UGT1A3///UGT1A1///UGT1A9///UGT1A5///UGT1A8	UDP glucuronosyltransferase family 1 member A3///UDP glucuronosyltransferase family 1 member A1///UDP glucuronosyltransferase family 1 member A9///UDP glucuronosyltransferase family 1 member A5///UDP glucuronosyltransferase family 1 member A8
213585_s_at	0.9836391	7.70e-01	0.301676	-6.48038	0.1005112	PDCD2	programmed cell death 2
214938_x_at	0.9836391	7.71e-01	0.301608	-6.4804	0.0574917	HMGB1	high mobility group box 1
214273_x_at	0.9836391	7.71e-01	-0.301497	-6.48044	-0.0908423	NPRL3	NPR3 like, GATOR1 complex subunit
213574_s_at	0.9836391	7.71e-01	0.301251	-6.48052	0.0662849	KPNB1	karyopherin subunit beta 1
209534_x_at	0.9836391	7.71e-01	-0.301237	-6.48052	-0.0731504	AKAP13	A-kinase anchoring protein 13
220455_at	0.9836391	7.71e-01	-0.30122	-6.48053	-0.1039995	SLC16A8	solute carrier family 16 member 8
205536_at	0.9836391	7.71e-01	-0.301152	-6.48055	-0.2871591	VAV2	vav guanine nucleotide exchange factor 2
207115_x_at	0.9836391	7.71e-01	0.301004	-6.4806	0.2118202	MBTD1	mbt domain containing 1
221093_at	0.9836391	7.71e-01	-0.300976	-6.48061	-0.159764	BRD7P3	bromodomain containing 7 pseudogene 3
210389_x_at	0.9836391	7.71e-01	0.300926	-6.48063	0.0672521	TUBD1	tubulin delta 1
215083_at	0.9836391	7.71e-01	-0.30091	-6.48063	-0.3174933		
218983_at	0.9836391	7.71e-01	-0.300898	-6.48064	-0.0740915	C1RL	complement C1r subcomponent like
219566_at	0.9836391	7.71e-01	0.300889	-6.48064	0.2379726	PLEKHF1	pleckstrin homology and FYVE domain containing 1
203459_s_at	0.9836391	7.71e-01	0.300728	-6.48069	0.0548551	VPS16	VPS16, CORVET/HOPS core subunit
214321_at	0.9836391	7.71e-01	0.30058	-6.48074	0.110792	NOV	nephroblastoma overexpressed
206966_s_at	0.9836391	7.71e-01	-0.300552	-6.48075	-0.0866663	KLF12	Kruppel like factor 12
201510_at	0.9836391	7.71e-01	-0.300551	-6.48075	-0.1161069	ELF3	E74 like ETS transcription factor 3
204458_at	0.9836391	7.71e-01	0.300515	-6.48076	0.1049721	PLA2G15	phospholipase A2 group XV
220619_at	0.9836391	7.71e-01	0.300426	-6.48079	0.2680913	CHD7	chromodomain helicase DNA binding protein 7
201917_s_at	0.9836391	7.71e-01	-0.300419	-6.48079	-0.0493503	SLC25A36	solute carrier family 25 member 36
209078_s_at	0.9836391	7.71e-01	0.300409	-6.4808	0.0848825	TXN2	thioredoxin 2
219158_s_at	0.9836391	7.71e-01	-0.300386	-6.4808	-0.06333	NAA15	N(alpha)-acetyltransferase 15, NatA auxiliary subunit
217940_s_at	0.9836391	7.71e-01	-0.300362	-6.48081	-0.0549824	NAXD	NAD(P)HX dehydratase
217983_s_at	0.9836391	7.71e-01	0.300312	-6.48083	0.0993778	RNASET2	ribonuclease T2
201180_s_at	0.9836391	7.71e-01	-0.300306	-6.48083	-0.0435576	GNAI3	G protein subunit alpha i3
212987_at	0.9836391	7.71e-01	0.300302	-6.48083	0.0828436	FBXO9	F-box protein 9
219831_at	0.9836391	7.71e-01	-0.300269	-6.48084	-0.245156	CDKL3	cyclin dependent kinase like 3
206149_at	0.9836391	7.72e-01	-0.300203	-6.48086	-0.0709652	CHP2	calcineurin like EF-hand protein 2
207445_s_at	0.9836391	7.72e-01	0.300145	-6.48088	0.0637501	CCR9	C-C motif chemokine receptor 9
220417_s_at	0.9836391	7.72e-01	-0.300108	-6.48089	-0.0732664	THAP4	THAP domain containing 4
205868_s_at	0.9836391	7.72e-01	0.300098	-6.4809	0.1518275	PTPN11	protein tyrosine phosphatase, non-receptor type 11
220963_s_at	0.9836391	7.72e-01	-0.299999	-6.48093	-0.0647282	RSG1	REM2 and RAB like small GTPase 1
219142_at	0.9836391	7.72e-01	-0.299962	-6.48094	-0.0882921	RASL11B	RAS like family 11 member B
204035_at	0.9836391	7.72e-01	-0.29991	-6.48096	-0.124862	SCG2	secretogranin II
206982_at	0.9836391	7.72e-01	-0.299859	-6.48097	-0.112996	CRYBA1	crystallin beta A1
217032_at	0.9836391	7.72e-01	0.299723	-6.48102	0.1517379	FOXD4L1///FOXD4	forkhead box D4-like 1///forkhead box D4
212694_s_at	0.9836391	7.72e-01	0.299626	-6.48105	0.0577812	PCCB	propionyl-CoA carboxylase beta subunit
215285_s_at	0.9836391	7.72e-01	-0.299528	-6.48108	-0.0649059	PHTF1	putative homeodomain transcription factor 1
219401_at	0.9836391	7.72e-01	0.299375	-6.48113	0.2531363	XYLT2	xylosyltransferase 2
204479_at	0.9836391	7.72e-01	0.299328	-6.48115	0.0538807	OSTF1	osteoclast stimulating factor 1
212351_at	0.9836391	7.72e-01	-0.299311	-6.48115	-0.0508842	EIF2B5	eukaryotic translation initiation factor 2B subunit epsilon
221710_x_at	0.9836391	7.72e-01	0.299164	-6.4812	0.0843119	EVA1B	eva-1 homolog B
210964_s_at	0.9836391	7.72e-01	0.29905	-6.48124	0.1710711	GYG2	glycogenin 2
220560_at	0.9836391	7.72e-01	0.299005	-6.48125	0.0678121	C11orf21	chromosome 11 open reading frame 21
217228_s_at	0.9836391	7.72e-01	-0.298964	-6.48127	-0.1417159	ASB4	ankyrin repeat and SOCS box containing 4
202064_s_at	0.9836391	7.73e-01	-0.298893	-6.48129	-0.0782874	SEL1L	SEL1L ERAD E3 ligase adaptor subunit
205830_at	0.9836391	7.73e-01	-0.298849	-6.4813	-0.1547409	CLGN	calmegin
215809_at	0.9836391	7.73e-01	-0.298764	-6.48133	-0.2065402	CYP2D6	cytochrome P450 family 2 subfamily D member 6
202001_s_at	0.9836391	7.73e-01	0.298564	-6.4814	0.0624367	NDUFA6	NADH:ubiquinone oxidoreductase subunit A6
215600_x_at	0.9836391	7.73e-01	0.298453	-6.48143	0.1525499	FBXW12	F-box and WD repeat domain containing 12
206380_s_at	0.9836391	7.73e-01	0.298447	-6.48143	0.0622582	CFP	complement factor properdin
202716_at	0.9836391	7.73e-01	0.298355	-6.48146	0.0653391	PTPN1	protein tyrosine phosphatase, non-receptor type 1
214791_at	0.9836391	7.73e-01	-0.298201	-6.48151	-0.0625816	SP140L	SP140 nuclear body protein like
215819_s_at	0.9836391	7.73e-01	0.298176	-6.48152	0.1988041	RHD///RHCE	Rh blood group D antigen///Rh blood group CcEe antigens
210396_s_at	0.9836391	7.73e-01	0.297977	-6.48159	0.1073196	SMG1P5///BOLA2///SMG1P2	SMG1P5, nonsense mediated mRNA decay associated PI3K related kinase pseudogene 5///bolA family member 2///SMG1P2, nonsense mediated mRNA decay associated PI3K related kinase pseudogene 2
221267_s_at	0.9836391	7.73e-01	0.297954	-6.48159	0.0710309	ABHD17A	abhydrolase domain containing 17A
207195_at	0.9836391	7.73e-01	-0.2979	-6.48161	-0.2221332	CNTN6	contactin 6
209598_at	0.9836391	7.73e-01	0.297891	-6.48161	0.0456633	PNMA2	paraneoplastic Ma antigen 2
219843_at	0.9836391	7.73e-01	-0.297784	-6.48165	-0.0657769	IPP	intracisternal A particle-promoted polypeptide
201295_s_at	0.9836391	7.73e-01	0.29777	-6.48165	0.1381644	WSB1	WD repeat and SOCS box containing 1
217534_at	0.9836391	7.73e-01	-0.297762	-6.48166	-0.1389649	FAM49B	family with sequence similarity 49 member B
215917_at	0.9836391	7.73e-01	-0.29764	-6.4817	-0.2437086	RAD21L1	RAD21 cohesin complex component like 1
202155_s_at	0.9836391	7.73e-01	0.297578	-6.48172	0.0463925	NUP214	nucleoporin 214
201964_at	0.9836391	7.74e-01	-0.297511	-6.48174	-0.0523313	SETX	senataxin
214929_s_at	0.9836391	7.74e-01	0.297498	-6.48174	0.2079862	KIAA1109	KIAA1109
205525_at	0.9836391	7.74e-01	0.297462	-6.48175	0.1548161	CALD1	caldesmon 1
212844_at	0.9836391	7.74e-01	-0.297434	-6.48176	-0.1257038	RRP1B	ribosomal RNA processing 1B
204033_at	0.9836391	7.74e-01	-0.297359	-6.48179	-0.0451422	TRIP13	thyroid hormone receptor interactor 13
207832_at	0.9836391	7.74e-01	0.297328	-6.4818	0.1540132	BAIAP2	BAI1 associated protein 2
216994_s_at	0.9836391	7.74e-01	-0.297291	-6.48181	-0.1362509	RUNX2	runt related transcription factor 2
210875_s_at	0.9836391	7.74e-01	0.297289	-6.48181	0.2120252	ZEB1	zinc finger E-box binding homeobox 1
222332_at	0.9836391	7.74e-01	0.297261	-6.48182	0.276119		
203445_s_at	0.9836391	7.74e-01	0.297261	-6.48182	0.0500917	CTDSP2	CTD small phosphatase 2
210397_at	0.9836391	7.74e-01	0.297235	-6.48183	0.1772262	DEFB1	defensin beta 1
202851_at	0.9836391	7.74e-01	-0.297171	-6.48185	-0.1284431	AAGAB	alpha- and gamma-adaptin binding protein
220248_x_at	0.9836391	7.74e-01	0.297112	-6.48187	0.0552504	NSFL1C	NSFL1 cofactor
215904_at	0.9836391	7.74e-01	0.297024	-6.48189	0.2483614	AFDN	afadin, adherens junction formation factor
202081_at	0.9836391	7.74e-01	0.297013	-6.4819	0.0948999	IER2	immediate early response 2
204188_s_at	0.9836391	7.74e-01	-0.296989	-6.48191	-0.0739072	RARG	retinoic acid receptor gamma
215743_at	0.9836391	7.74e-01	0.296862	-6.48195	0.0856978	NMT2	N-myristoyltransferase 2
200903_s_at	0.9836391	7.74e-01	0.296848	-6.48195	0.0777901	AHCY	adenosylhomocysteinase
209204_at	0.9836391	7.74e-01	-0.296749	-6.48198	-0.1284423	LMO4	LIM domain only 4
217431_x_at	0.9836391	7.74e-01	0.296699	-6.482	0.1826168	CYBB	cytochrome b-245 beta chain
202031_s_at	0.9836391	7.74e-01	0.296685	-6.482	0.0484295	WIPI2	WD repeat domain, phosphoinositide interacting 2
220968_s_at	0.9836391	7.74e-01	0.296531	-6.48205	0.0554911	TSPAN9	tetraspanin 9
216689_x_at	0.9836391	7.74e-01	0.296488	-6.48207	0.1157676	ARHGAP1	Rho GTPase activating protein 1
217087_at	0.9836391	7.74e-01	0.296483	-6.48207	0.1531145	C1orf68	chromosome 1 open reading frame 68
209831_x_at	0.9836391	7.74e-01	0.296354	-6.48211	0.0847378	DNASE2	deoxyribonuclease 2, lysosomal
206318_at	0.9836391	7.74e-01	0.296343	-6.48211	0.0867651	EPPIN-WFDC6///EPPIN	EPPIN-WFDC6 readthrough///epididymal peptidase inhibitor
205421_at	0.9836391	7.74e-01	0.296317	-6.48212	0.2824525	SLC22A3	solute carrier family 22 member 3
214526_x_at	0.9836391	7.74e-01	0.29628	-6.48213	0.0561893	PMS2P1	PMS1 homolog 2, mismatch repair system component pseudogene 1
206987_x_at	0.9836391	7.74e-01	0.296279	-6.48213	0.102668	FGF18	fibroblast growth factor 18
55065_at	0.9836391	7.74e-01	-0.29624	-6.48215	-0.0461135	MARK4	microtubule affinity regulating kinase 4
211405_x_at	0.9836391	7.74e-01	-0.296235	-6.48215	-0.0686457	IFNA17	interferon alpha 17
200611_s_at	0.9836391	7.75e-01	-0.296178	-6.48217	-0.0914581	WDR1	WD repeat domain 1
217756_x_at	0.9836391	7.75e-01	0.296146	-6.48218	0.0469067	MIR1282///HYPK///SERF2	microRNA 1282///huntingtin interacting protein K///small EDRK-rich factor 2
210386_s_at	0.9836391	7.75e-01	0.296139	-6.48218	0.0500159	MTX1	metaxin 1
219680_at	0.9836391	7.75e-01	0.296039	-6.48221	0.0421881	NLRX1	NLR family member X1
216715_at	0.9836391	7.75e-01	-0.29598	-6.48223	-0.0707653		
203159_at	0.9836391	7.75e-01	0.295935	-6.48225	0.052063	GLS	glutaminase
204520_x_at	0.9836391	7.75e-01	0.295864	-6.48227	0.0676778	BRD1	bromodomain containing 1
212040_at	0.9836391	7.75e-01	0.295774	-6.4823	0.216646	TGOLN2	trans-golgi network protein 2
220888_s_at	0.9836391	7.75e-01	0.295749	-6.48231	0.1861672	CASS4	Cas scaffolding protein family member 4
210117_at	0.9836391	7.75e-01	0.295685	-6.48233	0.0801297	SPAG1	sperm associated antigen 1
203336_s_at	0.9836391	7.75e-01	-0.295617	-6.48235	-0.0608601	ITGB1BP1	integrin subunit beta 1 binding protein 1
211476_at	0.9836391	7.75e-01	-0.295487	-6.48239	-0.1493577	MYOZ2	myozenin 2
202199_s_at	0.9836391	7.75e-01	-0.295482	-6.48239	-0.0693127	SRPK1	SRSF protein kinase 1
206960_at	0.9836391	7.75e-01	0.295454	-6.4824	0.1026113	LPAR4	lysophosphatidic acid receptor 4
202012_s_at	0.9836391	7.75e-01	0.295441	-6.4824	0.078241	EXT2	exostosin glycosyltransferase 2
